구분1,구분2,구분3,등급
피부,외상없이 저절로 멍듦,혈역학적 장애,2
피부,외상없이 저절로 멍듦,의식변화(GCS 9-13),2
피부,외상없이 저절로 멍듦,"열,면역억제 상태",2
피부,외상없이 저절로 멍듦,패혈증 의증(3 SIRS 기준만족),2
피부,외상없이 저절로 멍듦,경증 호흡곤란,3
피부,외상없이 저절로 멍듦,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
피부,외상없이 저절로 멍듦,"열(아파보임),<3 SIRS 기준 만족",3
피부,외상없이 저절로 멍듦,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
피부,외상없이 저절로 멍듦,출혈성 질환(중등도나 경증의 출혈),3
피부,외상없이 저절로 멍듦,외상없이 저절로 멍듦,3
피부,소양증,급성 말초성 중증 통증 (8-10),3
피부,소양증,급성 말초성 중등도 통증(4-7),4
피부,소양증,급성 말초성 경증 통증(<4),5
피부,소양증,소양증,5
피부,기타피부상태,경증 호흡곤란,3
피부,기타피부상태,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
피부,기타피부상태,"열(아파보임),<3 SIRS 기준 만족",3
피부,기타피부상태,"열(건강해보임), 1SIRS 기준만족(열)",4
피부,기타피부상태,급성 말초성 중증 통증 (8-10),3
피부,기타피부상태,급성 말초성 중등도 통증(4-7),4
피부,기타피부상태,급성 말초성 경증 통증(<4),5
피부,기타피부상태,기타피부상태,5
일반,전염성 질환에 노출,전염성 질환에 노출,5
일반,열,중증 호흡곤란,1
일반,열,쇼크,1
일반,열,무의식(GCS 3-8),1
일반,열,중등도 호흡곤란,2
일반,열,혈역학적 장애,2
일반,열,의식변화(GCS 9-13),2
일반,열,"열,면역억제 상태",2
일반,열,패혈증 의증(3 SIRS 기준만족),2
일반,열,경증 호흡곤란,3
일반,열,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
일반,열,"열(아파보임),<3 SIRS 기준 만족",3
일반,열,"열(건강해보임), 1SIRS 기준만족(열)",4
일반,열,점 발진,2
일반,열,열,4
일반,고혈당,중증 호흡곤란,1
일반,고혈당,쇼크,1
일반,고혈당,무의식(GCS 3-8),1
일반,고혈당,중등도 호흡곤란,2
일반,고혈당,혈역학적 장애,2
일반,고혈당,의식변화(GCS 9-13),2
일반,고혈당,"열,면역억제 상태",2
일반,고혈당,패혈증 의증(3 SIRS 기준만족),2
일반,고혈당,경증 호흡곤란,3
일반,고혈당,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
일반,고혈당,"열(아파보임),<3 SIRS 기준 만족",3
일반,고혈당,">324mg/dl, 증상 있음",2
일반,고혈당,">324mg/dl, 무증상",3
일반,저혈당,중증 호흡곤란,1
일반,저혈당,쇼크,1
일반,저혈당,무의식(GCS 3-8),1
일반,저혈당,중등도 호흡곤란,2
일반,저혈당,혈역학적 장애,2
일반,저혈당,의식변화(GCS 9-13),2
일반,저혈당,"열,면역억제 상태",2
일반,저혈당,패혈증 의증(3 SIRS 기준만족),2
일반,저혈당,경증 호흡곤란,3
일반,저혈당,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
일반,저혈당,"열(아파보임),<3 SIRS 기준 만족",3
일반,저혈당,<54mg/dl 증상 있음,2
일반,저혈당,<54mg/dl 무증상,3
일반,"전문 진료를 위해서
의뢰된 환자",중증 호흡곤란,1
일반,"전문 진료를 위해서
의뢰된 환자",쇼크,1
일반,"전문 진료를 위해서
의뢰된 환자",무의식(GCS 3-8),1
일반,"전문 진료를 위해서
의뢰된 환자",중등도 호흡곤란,2
일반,"전문 진료를 위해서
의뢰된 환자",혈역학적 장애,2
일반,"전문 진료를 위해서
의뢰된 환자",의식변화(GCS 9-13),2
일반,"전문 진료를 위해서
의뢰된 환자","열,면역억제 상태",2
일반,"전문 진료를 위해서
의뢰된 환자",패혈증 의증(3 SIRS 기준만족),2
일반,"전문 진료를 위해서
의뢰된 환자",경증 호흡곤란,3
일반,"전문 진료를 위해서
의뢰된 환자","비정상 맥박수/맥박압 (혈역학적으로
안정)",3
일반,"전문 진료를 위해서
의뢰된 환자","열(아파보임),<3 SIRS 기준 만족",3
일반,"전문 진료를 위해서
의뢰된 환자","열(건강해보임), 1SIRS 기준만족(열)",4
일반,"전문 진료를 위해서
의뢰된 환자",급성 중심성 중증 통증(8-10),2
일반,"전문 진료를 위해서
의뢰된 환자",급성 중심성 중등도 통증(4-7),3
일반,"전문 진료를 위해서
의뢰된 환자",급성 말초성 중증 통증 (8-10),3
일반,"전문 진료를 위해서
의뢰된 환자",만성 중심성 중증 통증(8-10),3
일반,"전문 진료를 위해서
의뢰된 환자",급성 중심성 경증 통증(<4),4
일반,"전문 진료를 위해서
의뢰된 환자",급성 말초성 중등도 통증(4-7),4
일반,"전문 진료를 위해서
의뢰된 환자",만성 중심성 중등도 통증(4-7),4
일반,"전문 진료를 위해서
의뢰된 환자",만성 말초성 중증 통증(8-10),4
일반,"전문 진료를 위해서
의뢰된 환자",만성 중심성 경증 통증(<4),5
일반,"전문 진료를 위해서
의뢰된 환자",급성 말초성 경증 통증(<4),5
일반,"전문 진료를 위해서
의뢰된 환자",만성 말초성 통증(<8),5
일반,"전문 진료를 위해서
의뢰된 환자",전문진료를 위해 의뢰된 환자,5
일반,드레싱교체,경증 호흡곤란,3
일반,드레싱교체,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
일반,드레싱교체,"열(아파보임),<3 SIRS 기준 만족",3
일반,드레싱교체,"열(건강해보임), 1SIRS 기준만족(열)",4
일반,드레싱교체,급성 말초성 중증 통증 (8-10),3
일반,드레싱교체,급성 말초성 중등도 통증(4-7),4
일반,드레싱교체,급성 말초성 경증 통증(<4),5
일반,드레싱교체,드레싱교체,5
일반,영상학적 검사,영상학적 검사,5
일반,의료장비문제,중증 호흡곤란,1
일반,의료장비문제,쇼크,1
일반,의료장비문제,무의식(GCS 3-8),1
일반,의료장비문제,중등도 호흡곤란,2
일반,의료장비문제,혈역학적 장애,2
일반,의료장비문제,의식변화(GCS 9-13),2
일반,의료장비문제,"열,면역억제 상태",2
일반,의료장비문제,패혈증 의증(3 SIRS 기준만족),2
일반,의료장비문제,경증 호흡곤란,3
일반,의료장비문제,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
일반,의료장비문제,"열(아파보임),<3 SIRS 기준 만족",3
일반,의료장비문제,"열(건강해보임), 1SIRS 기준만족(열)",4
일반,의료장비문제,급성 중심성 중증 통증(8-10),2
일반,의료장비문제,급성 중심성 중등도 통증(4-7),3
일반,의료장비문제,급성 말초성 중증 통증 (8-10),3
일반,의료장비문제,급성 중심성 경증 통증(<4),4
일반,의료장비문제,급성 말초성 중등도 통증(4-7),4
일반,의료장비문제,"의료장비문제, 증상이나 불편함이 없음",4
일반,처방전/투약문의,처방전/투약문의,5
일반,반지제거,"열(아파보임),<3 SIRS 기준 만족",3
일반,반지제거,"열(건강해보임), 1SIRS 기준만족(열)",4
일반,반지제거,급성 말초성 중증 통증 (8-10),3
일반,반지제거,급성 말초성 중등도 통증(4-7),4
일반,반지제거,급성 말초성 경증 통증(<4),5
일반,반지제거,신경혈관장애,2
일반,반지제거,반지제거,5
일반,비정상 검사수치,중증 호흡곤란,1
일반,비정상 검사수치,쇼크,1
일반,비정상 검사수치,무의식(GCS 3-8),1
일반,비정상 검사수치,중등도 호흡곤란,2
일반,비정상 검사수치,혈역학적 장애,2
일반,비정상 검사수치,의식변화(GCS 9-13),2
일반,비정상 검사수치,"열,면역억제 상태",2
일반,비정상 검사수치,패혈증 의증(3 SIRS 기준만족),2
일반,비정상 검사수치,경증 호흡곤란,3
일반,비정상 검사수치,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
일반,비정상 검사수치,"열(아파보임),<3 SIRS 기준 만족",3
일반,비정상 검사수치,"열(건강해보임), 1SIRS 기준만족(열)",4
일반,비정상 검사수치,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
일반,비정상 검사수치,출혈성 질환(중등도나 경증의 출혈),3
일반,비정상 검사수치,"정상 활력징후, 위험수치",3
일반,비정상 검사수치,"정상 활력징후, 위험수치는 아님",5
일반,창백함/빈혈,중증 호흡곤란,1
일반,창백함/빈혈,쇼크,1
일반,창백함/빈혈,무의식(GCS 3-8),1
일반,창백함/빈혈,중등도 호흡곤란,2
일반,창백함/빈혈,혈역학적 장애,2
일반,창백함/빈혈,의식변화(GCS 9-13),2
일반,창백함/빈혈,"열,면역억제 상태",2
일반,창백함/빈혈,패혈증 의증(3 SIRS 기준만족),2
일반,창백함/빈혈,경증 호흡곤란,3
일반,창백함/빈혈,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
일반,창백함/빈혈,"열(건강해보임), 1SIRS 기준만족(열)",4
일반,창백함/빈혈,"열(아파보임),<3 SIRS 기준 만족",3
일반,창백함/빈혈,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
일반,창백함/빈혈,출혈성 질환(중등도나 경증의 출혈),3
일반,창백함/빈혈,창백함/빈혈,4
일반,수술 후 합병증,중등도 호흡곤란,2
일반,수술 후 합병증,혈역학적 장애,2
일반,수술 후 합병증,의식변화(GCS 9-13),2
일반,수술 후 합병증,"열,면역억제 상태",2
일반,수술 후 합병증,패혈증 의증(3 SIRS 기준만족),2
일반,수술 후 합병증,경증 호흡곤란,3
일반,수술 후 합병증,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
일반,수술 후 합병증,"열(아파보임),<3 SIRS 기준 만족",3
일반,수술 후 합병증,"열(건강해보임), 1SIRS 기준만족(열)",4
일반,수술 후 합병증,급성 중심성 중증 통증(8-10),2
일반,수술 후 합병증,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
일반,수술 후 합병증,급성 중심성 중등도 통증(4-7),3
일반,수술 후 합병증,급성 말초성 중증 통증 (8-10),3
일반,수술 후 합병증,출혈성 질환(중등도나 경증의 출혈),3
일반,수술 후 합병증,급성 중심성 경증 통증(<4),4
일반,수술 후 합병증,"정상 활력징후, 통증없음, 일상적인
체크",4
일반,경증 호소,중등도 호흡곤란,2
일반,경증 호소,혈역학적 장애,2
일반,경증 호소,의식변화(GCS 9-13),2
일반,경증 호소,"열,면역억제 상태",2
일반,경증 호소,패혈증 의증(3 SIRS 기준만족),2
일반,경증 호소,경증 호흡곤란,3
일반,경증 호소,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
일반,경증 호소,"열(아파보임),<3 SIRS 기준 만족",3
일반,경증 호소,"열(건강해보임), 1SIRS 기준만족(열)",4
일반,경증 호소,급성 중심성 중증 통증(8-10),2
일반,경증 호소,급성 중심성 중등도 통증(4-7),3
일반,경증 호소,급성 말초성 중증 통증 (8-10),3
일반,경증 호소,만성 중심성 중증 통증(8-10),3
일반,경증 호소,급성 중심성 경증 통증(<4),4
일반,경증 호소,급성 말초성 중등도 통증(4-7),4
일반,경증 호소,만성 중심성 중등도 통증(4-7),4
일반,경증 호소,만성 말초성 중증 통증(8-10),4
일반,경증 호소,만성 중심성 경증 통증(<4),5
일반,경증 호소,급성 말초성 경증 통증(<4),5
일반,경증 호소,만성 말초성 통증(<8),5
일반,경증 호소,"경증 증상호소, 비특이적",5
